"","GSM2417003","GSM2417004","GSM2417005","GSM2417006","GSM2417007","GSM2417009","GSM2417011","GSM2417015","GSM2417016","ent_gene","symbol_limma"
"11755338_a_at",8.43037396533629,7.82770434729511,8.43925242233962,8.08771840599771,8.13001989914908,8.05987176884789,8.39611542995651,8.11327844195648,8.39714106127749,"9552","SPAG7"
"11754003_x_at",9.5857382446876,9.09411512441266,8.95266086982196,8.97624139428349,9.3248369724074,9.29720355502793,9.18603652917144,8.95407596426432,9.22760119879488,"9551","ATP5J2"
"11754005_x_at",9.25847470608354,8.51509865119328,8.36198561121336,9.25454368455484,9.18116312304876,8.92907847904724,8.71391632250876,8.85846302642148,9.0006165368775,"9550","ATP6V1G1"
"11735696_a_at",7.92369566731522,8.15122948852104,7.33730199029176,8.47859899155254,7.26862543503574,7.6744866685807,8.13363992313887,7.03255400694727,7.98661279459237,"955","ENTPD6"
"11717911_x_at",4.2658890280617,3.85199660246665,3.86468402052787,4.21636004999614,3.64514399178869,4.1390636997295,3.70248608401614,3.61663036860502,3.95237716273814,"9547","CXCL14"
"11755083_a_at",5.65922248133827,6.45922694701839,6.57259941563416,6.06155548838489,6.12421731403114,5.67922383045111,5.68076097136367,6.62875357299606,5.56334299781189,"9546","APBA3"
"11715122_at",4.08846259178359,4.38772561115296,4.16605875367496,4.32136589578388,3.97011245394195,4.07332222137502,4.11216134935968,4.1745364778821,4.19492755305868,"9545","RAB3D"
"11730447_at",2.68257432062599,3.07454952913347,3.19750045405224,3.253731660349,5.03795740077777,3.32600644197416,2.9546641185641,3.13433278501553,3.31700301273657,"9543","IGDCC3"
"11734615_a_at",6.74921716612482,6.35507391585297,6.4993858211846,6.92761684980165,6.78048733901148,6.37980221288231,6.1750439941146,6.05680030932326,6.4461308315673,"9542","NRG2"
"11724806_s_at",6.97322964192784,6.27219667473183,6.35693060195765,6.55283485795111,6.49960539846745,6.33302810463475,6.24714206840906,6.33916874278318,6.10516799745531,"9541","CIR1"
"11749789_a_at",5.80009201957787,5.93818218406403,7.51453594666002,5.71777438255037,5.94844082103298,5.53434048490224,5.67519533617717,6.75581877802272,5.70631113325713,"9540","TP53I3"
"11729530_a_at",5.78415272179593,6.55558126842583,5.89450186823582,6.14149411310678,5.763467441726,6.51810855348993,6.01812377587318,6.80983197983843,6.43393801816941,"954","ENTPD2"
"11748052_x_at",7.28408717077629,6.60000227295012,6.74218223916277,6.49622369714012,6.87839385219851,6.75520486929923,7.16045060367844,7.03501551911446,6.79243262420912,"9538","EI24"
"11744505_x_at",4.21277391311827,5.11563670698528,5.17128946590766,5.31997759567671,4.18475414235825,4.6639521672462,5.35988206696317,3.7651660638372,7.71213788646543,"9537","TP53I11"
"11747186_a_at",6.50095717530131,6.71549412220995,6.60860083156728,6.65755610203288,6.61144803497068,6.67920638032741,6.28186430363382,6.64772704097178,6.81174217596324,"9536","PTGES"
"11717760_a_at",5.22748664909826,5.16832372427144,7.91563219746641,4.34906423915927,4.68608925433972,5.27573184060395,4.7916593729279,5.47192520805642,5.27847162691411,"9535","GMFG"
"11749641_x_at",5.96022844239494,5.44895684826557,5.13534976841252,5.2844508877518,6.23625596063819,5.68556559470207,5.92151329378775,5.51042574200714,5.35859316620791,"9534","ZNF254"
"11740797_x_at",6.40040638437739,6.31358534696797,5.59718844576381,6.30747170577705,6.82137282833745,6.46153992927426,6.36675656906098,6.60697280398859,6.35420246348612,"9533","POLR1C"
"11742904_s_at",6.23761409125983,5.73859245880007,5.49221623676246,5.1319696236736,5.47483761969889,5.82919362772755,5.98405109200669,6.20698681678776,5.92795427342124,"9532","BAG2"
"11757360_s_at",5.94480275133749,7.4095251840146,8.50336356319821,7.15569415856062,8.88450613466506,9.09963127546955,7.604691382955,8.58467153870977,7.68608377379144,"9531","BAG3"
"11759495_at",9.72010144037475,8.85029779454164,7.51489170805305,9.0098064199363,8.52782291437812,9.1283743848055,9.60488633772184,7.52162172260245,9.443778754887,"9530","BAG4"
"11724006_a_at",4.62244868223627,4.73256938353348,6.40206960619354,4.61602025976031,5.19222048190763,5.12748147501203,4.7246003013591,5.85518569839205,5.03703998761153,"953","ENTPD1"
"11742886_s_at",7.09086027556661,6.27120919152928,6.11470103340166,7.06066862698278,6.23599361890309,6.5269585896071,6.91262855827379,5.77167530504799,6.09982928991815,"9529","BAG5"
"11715558_a_at",8.82900056178003,8.14584511494357,8.58855959040143,7.81204378959291,9.09718503054341,8.87968831466714,8.94742419651158,9.49488568042373,8.51334494901047,"9528","TMEM59"
"11723531_a_at",6.94217585913701,6.70404839510643,6.97696338525519,6.6196200879495,7.21738993076565,6.96797952669827,7.03084423679656,7.05365068477031,6.94658303097339,"9527","GOSR1"
"11747543_x_at",6.41370671411603,5.90554072091464,6.54255650391054,6.05762279939129,6.41151596534505,6.38543176960667,6.37088944334139,6.66440289800156,6.44242234984985,"9526","MPDU1"
"11739264_a_at",4.0129792662055,3.72071078995492,3.85572462550674,3.782161797978,4.37644928486156,4.23442827968165,4.03120288971148,4.35759943500056,3.96676768643233,"9525","VPS4B"
"11730198_s_at",8.43198223835591,9.11050093179344,9.41259986929151,9.18227481661569,8.62056031824484,8.8477977845741,8.74293007183981,8.94745724831222,8.72986676842265,"9524","TECR"
"11733052_s_at",7.70279024451899,6.69911965846978,5.65272264823486,8.13691927396798,5.98626847626435,6.86298531102744,7.38518005502814,5.53462388529672,7.09175244588299,"9522","SCAMP1"
"11743582_a_at",8.75038940599763,7.78406421521832,8.05540903497895,7.87548513925232,8.2483216461502,8.43685812974161,8.45866943563681,8.4897045466925,8.21308207954616,"9521","EEF1E1"
"11716692_x_at",8.71648706674497,8.60847759221238,8.07805347196365,8.49436655294075,9.30342667439765,8.9136579016505,8.98872990742038,8.90937981239515,8.86445612773239,"9520","NPEPPS"
"11729769_a_at",3.13171539477637,3.76961982178958,5.01107582906081,3.5559077529359,5.45384193637789,5.42031579770535,3.72120784988825,5.52760847725101,3.61091577380307,"952","CD38"
"11721285_a_at",8.50403162585335,7.58507975367806,6.76271643576533,7.59214773371426,7.16614520387577,7.83894561571904,8.16525744249522,7.39030114881647,8.04780715289638,"9519","TBPL1"
"11716665_s_at",2.5377766906374,2.56446795985475,2.73048801299236,2.8883957593961,2.67681832819879,2.67956328774368,2.5978382767716,2.64564082099372,2.77776559592087,"9518","GDF15"
"11720645_at",7.10385237547836,8.09538259797655,8.39349323948938,7.75354068038553,7.82064142687068,7.51916735169831,7.89811407100669,8.48765937573945,7.53573809765958,"9517","SPTLC2"
"11757190_s_at",7.04267512142205,8.57696994676804,10.0040346784679,7.63824829981236,8.59562119803801,8.14614584720167,7.69007232074694,9.57083134153321,7.10653306445897,"9516","LITAF"
"11731292_at",9.14341830237655,7.31099405662498,5.71549664478877,7.99815059585232,6.78379807201141,8.37262006389475,8.6562605968255,4.87117971936699,8.25299526445474,"9515","STXBP5L"
"11722951_a_at",4.13429876196304,6.52792713265949,6.7498733586923,5.63440564030666,6.21189425010158,6.23866099770586,5.08965377389055,7.13607608109623,4.43988279050602,"9514","GAL3ST1"
"11716632_at",7.53720927894009,7.59772640159994,7.48014274915621,7.90706931735587,7.22752071292798,7.39291616912185,7.33858301503197,7.38779758365034,7.52508038114044,"9513","FXR2"
"11732121_a_at",8.95140222749162,8.39282348362541,8.19191177552905,8.19385447629807,8.96790753538591,8.67009073883492,8.88115735458728,8.41059960182452,8.31800753438731,"9512","PMPCB"
"11732158_a_at",4.46131513120993,5.37016771264047,6.18410926546463,5.50222143253716,5.18986552109646,5.01236487784696,5.59338925225929,5.49231858622095,5.67180794930988,"9510","ADAMTS1"
"11756302_x_at",4.06925606327355,4.83169700578151,6.02174160164605,3.5719376555872,3.92869601405502,4.21781140259055,4.26830314116013,4.63564858341324,4.44077686509444,"951","CD37"
"11730504_at",4.05100291484621,4.04325948996114,3.68831254082305,3.93260424559082,3.74573839333569,3.86814140833688,3.57082541976399,3.71677513334336,3.79975335394713,"9509","ADAMTS2"
"11762267_at",3.44966786595333,4.10423029205897,3.92009683719892,3.39047942549745,3.33762419448761,3.60482403723628,3.57223244205259,3.61866272128634,4.03499038565279,"9508","ADAMTS3"
"11752079_x_at",3.60393029884093,3.70545666442485,3.66996049645906,3.62441084864933,3.8094732269976,3.565938109732,3.40700780227649,4.35395485174374,3.4441841922352,"9507","ADAMTS4"
"11722401_at",3.0216342251251,3.47692736990629,3.0395691142779,3.08947607398853,2.98519142271527,3.14809867067202,3.07680967391921,3.00114228867541,3.40230167639121,"9506","PAGE4"
"11732477_at",4.66661210382779,5.13432149906284,4.55655382893584,4.99547804450727,4.75858505574153,4.80992955567064,4.62791996783033,4.81952228889818,5.06149383710166,"9502","XAGE2"
"11745088_x_at",5.09342399011159,5.48002600738743,4.78256201970103,4.67024114235685,4.77671336301435,5.04155153648529,4.72245793831063,5.06953658930708,5.08216136414005,"9501","RPH3AL"
"11756693_a_at",6.54076975086716,7.87224161229574,6.95037589207664,7.6122156854814,8.74581534308431,8.3981016146725,8.0627702334707,7.5615023460081,8.03686205773804,"9500","MAGED1"
"11749579_a_at",6.70485439806211,7.23217400541997,8.3412378600241,6.54762474710219,7.55481733382784,7.01090250768954,7.09096534593236,8.26583156570091,6.39455806665773,"950","SCARB2"
"11725891_a_at",6.0672878582223,5.74628985600042,6.62818795259598,5.86003956526114,6.15057908711348,5.74877378371238,5.59484471601551,6.13930887720084,5.84804220745095,"95","ABHD14A-ACY1"
"11723222_s_at",5.96051603259592,7.89521450049437,7.09671163189123,6.15790009976353,6.81033083299021,6.99680180630299,6.48564925174353,7.70707350961212,3.99108542288821,"9499","MYOT"
"11731953_a_at",6.62791010050788,7.10460182790209,6.93782522001078,7.8039751144569,5.9864864089785,6.00779786234757,6.59784093630972,6.42570294087884,6.04470655189324,"9498","SLC4A8"
"11727279_s_at",7.1749895377804,6.47678152540607,7.28534656389276,6.72787934059064,7.42111599122538,6.80740785297374,7.11247222953893,6.8112611538739,6.79309392695904,"9497","SLC4A7"
"11729077_at",8.67406445572786,7.24676324807112,3.70587681544624,7.63461897730291,5.16441615168393,7.55497396249037,8.38520458661093,2.74644614827208,9.16991210868327,"9495","AKAP5"
"11721932_a_at",3.30718506165624,2.65813926751062,3.71457432303187,2.83370576851873,3.80075772957776,3.18910844428749,2.94100718906158,3.22233731877701,2.59302887267625,"9493","KIF23"
"11756241_s_at",7.82992126807902,7.99383385195146,9.08318305303031,8.21621003595419,8.99200520991312,8.30003240208926,8.08720388120279,8.94840165970131,8.01871405231535,"9491","PSMF1"
"11756522_a_at",5.99088416939416,6.70652056382371,7.41517251066067,6.7498733586923,6.79399628561503,6.66287322633865,6.41846859283871,6.77983816619233,6.69212480236559,"949","SCARB1"
"11724793_s_at",7.08293924398959,7.80969824749177,8.03747230188828,7.8406648302238,8.08343537371906,7.63603048243283,7.85303953066168,8.1476010910241,7.71703403778371,"9489","PGS1"
"11723295_a_at",6.23759097763892,6.06320030505879,6.62159047046382,6.51100468282141,5.75829097780011,6.32500107297813,6.31328542257442,5.72450415010182,6.12079288547975,"9488","PIGB"
"11761122_at",4.34483594536027,4.19784122039949,4.12638627816072,4.36145819175766,4.31554886370855,4.35409899755121,4.02635992574199,4.71544710131303,4.21879217447533,"9487","PIGL"
"11717714_at",7.06683981799912,7.09039763918566,6.84208253051305,7.57062633407768,7.19653670972261,7.49079100822421,7.66737856859909,7.27932375268899,7.21803388684403,"9486","CHST10"
"11723037_at",8.9790687099369,8.19358793904477,8.28572465161659,8.24771944084483,8.35354204732942,8.290953149436,8.1290592177482,8.69826620340704,7.96042535845113,"9482","STX8"
"11727864_a_at",7.73535722634876,7.85778997743171,5.81938370378431,7.31115779316059,7.89490472378111,7.92969560188845,7.68537764844894,6.48433438167049,7.26205638312078,"9481","SLC25A27"
"11728923_at",5.18696968562253,2.95824291221979,3.33530495447867,4.29912656290814,4.81774718084913,3.78806714827263,3.41288326125507,4.82001668842642,3.35083377705118,"9480","ONECUT2"
"11724875_a_at",3.13885426995068,2.91185333247928,3.4144669118287,3.15835047022894,2.73528954687683,3.08922297963348,3.34333615675587,3.13145968411467,3.77773065719998,"948","CD36"
"11752505_x_at",6.13682751629799,6.57090980055921,7.63711625441408,6.52093844812533,6.56613173444179,6.50845098389479,6.51558081364958,6.54554046655884,6.95415581183126,"9479","MAPK8IP1"
"11725817_a_at",7.87611162118666,7.73856342511786,6.77939479730424,9.14653406690054,6.20922714954016,7.33486847857773,7.27858312566043,4.19708230311929,7.34140003392216,"9478","CABP1"
"11756561_a_at",6.21081257126623,5.44465143081499,6.6141558767828,5.81747745159972,6.84089458602727,6.31755832468839,5.92087872233928,6.63778709249292,5.78023406841047,"9477","MED20"
"11722294_x_at",4.91040046053156,5.20857703815155,5.25218731212717,4.84221858157558,5.2278592429372,5.11331537721835,4.83015583909416,5.42001859759988,4.98978459619811,"9476","NAPSA"
"11739385_x_at",8.63663383231833,7.90039763157649,8.12229057234414,8.65181470551766,7.86829774009466,8.22945346001962,8.65793516603831,7.45352229034252,8.33938165614997,"9475","ROCK2"
"11718147_a_at",7.673954965359,6.16695093656059,6.64280382916726,6.26979691360117,6.83024414988248,6.85876485823294,7.01948714162511,6.69072329817131,6.71320792946064,"9474","ATG5"
"11721615_a_at",5.59730303613968,7.46496112570532,9.51580018593062,6.6912956847097,7.00269513529996,6.11273971849259,6.57638014902914,7.86829426940714,6.77494195988279,"9473","THEMIS2"
"11758244_s_at",6.66912861923181,6.78491124021888,5.47277833421045,6.66369628430882,6.04470655189324,6.44476221555312,7.12273184320878,6.64956616753796,6.99752262587311,"9472","AKAP6"
"11717831_a_at",7.04306776096227,6.21129449483767,7.1238377337908,6.05205916906681,6.49105920661533,6.60725913957826,6.56325480485438,7.18168674210988,6.48003145441633,"9470","EIF4E2"
"11718658_s_at",4.98942990800588,5.26491926846734,5.4088095499581,5.07687443651345,4.90981287379864,5.13006992233736,4.67449497708975,5.14502234635435,5.34046020051712,"947","CD34"
"11721191_at",4.77757439440532,6.57883862048025,7.45165335382458,5.28786106255399,6.70625107730375,6.24688922681634,6.18427956014988,7.4151573802587,5.32195687174141,"9469","CHST3"
"11733311_a_at",6.43557716378378,6.76935253537408,5.94643453673724,6.97764889709016,6.47285408107882,6.62481638436758,6.81680964979551,6.81111082483532,6.57228209667072,"9468","PCYT1B"
"11719354_s_at",8.60401291163951,9.22599152421556,9.66958635671443,8.94036927695969,8.53831255415708,8.62422509178332,9.33641367571463,8.38732258705355,9.26167294064488,"9467","SH3BP5"
"11729821_at",4.55565037565102,4.22311145888154,4.36964676706249,4.95183581942686,4.03112938736285,4.32291643391319,4.38558706079309,4.04659235228267,4.61312150223678,"9466","IL27RA"
"11727737_s_at",8.20629668650997,7.03536655285298,6.76559368583092,7.56875345016493,7.97322070286336,7.6050407227892,7.78980722535464,8.25466864571298,7.33798423415951,"9465","AKAP7"
"11729290_a_at",4.21619955989226,4.5656265486302,4.15375178870914,4.18821161929007,4.42796304403854,4.5814023803351,4.0095967850469,5.32382589797297,4.06995185364816,"9464","HAND2"
"11723210_a_at",7.18958237253118,7.45231849512501,7.2654309892458,7.63067374446701,6.71378248863675,6.82447413462017,7.18677098787752,6.91929861282125,7.00578376637911,"9463","PICK1"
"11739803_a_at",5.12172390443527,4.43524277766276,3.7859784632867,6.01384913842675,3.87523621435614,4.83258721134232,5.26501291741256,3.90297740569774,4.71322378672745,"9462","RASAL2"
"11734205_s_at",3.26587523673073,3.67030628185381,2.97377718388506,3.30558698638384,3.01042903553008,3.16628943106034,3.22467085901367,3.20905665359483,3.25785112610163,"946","SIGLEC6"
"11723368_a_at",8.34879091525029,8.66478433148236,9.81958084338697,8.3513935134797,10.1196274734353,9.33012680686131,8.72005760188952,9.9874881168027,8.47037357165046,"9459","ARHGEF6"
"11731537_at",4.11839732160795,3.47833541616391,3.97311132509724,3.58732793136733,3.2845369727141,3.88910466289797,4.03882313798627,3.70119016946727,5.07867115240768,"9457","FHL5"
"11725386_a_at",8.97097282225612,7.69109343342599,5.77302251857071,8.05016068186797,6.24794732706079,7.83640700444712,8.46788973187121,5.79075647413528,8.6913347234703,"9456","HOMER1"
"11719600_a_at",4.74501917590739,3.96873207560027,3.92778766330188,3.74901214115061,3.51648875512149,3.69845363403585,4.26927888590759,3.50181405560055,4.20800419151166,"9455","HOMER2"
"11719963_a_at",7.58480982799319,8.1299812966219,9.43246883728168,7.81767174775588,8.03300248227572,7.57837490512591,7.2562544995697,8.89738419016484,7.04029293550404,"9454","HOMER3"
"11741232_a_at",7.3359144960902,6.93646193341692,6.79081268666953,6.53590021143765,6.96487161975965,6.9032229689253,6.84333726790326,7.41052387958464,6.75433471861578,"9453","GGPS1"
"11746700_s_at",7.49677470638999,7.27935925869037,7.46520610582632,7.80223402618546,7.00355704040071,8.29263154501709,7.45048749560679,7.52182150148695,7.11787045804456,"9452","ITM2A"
"11722152_s_at",6.86714605711632,7.49196676150359,7.65427516452036,7.59897423157252,7.58127042174775,7.29570457913387,7.66596895841549,7.76949578180147,7.09570681940115,"9451","EIF2AK3"
"11724678_a_at",6.61202071329536,6.30905104527237,8.62827645085229,4.72453050005189,5.99283471787575,6.5515837767233,5.85564239930796,6.98998490660087,6.21202684803194,"9450","LY86"
"11740961_a_at",5.52209918415327,5.27295275547247,6.91008063053386,5.16827754374634,4.93606190043325,5.46259819204352,4.87166619552353,5.36216735383567,5.46948468619558,"945","CD33"
"11746471_s_at",5.60364171117904,8.14400573359915,9.63428021735339,6.85361387409533,9.22775533695173,7.64825967790985,7.25005815184464,8.93679766313082,6.75890512494147,"9448","MAP4K4"
"11730458_at",3.05441638165799,3.08942656933611,3.60488872313144,3.15812370044505,3.7442714540213,3.62981012547659,3.0029940028353,4.39761109048643,3.90622607041595,"9447","AIM2"
"11725378_a_at",10.205267550532,9.22972896561034,9.29135053167561,9.22374308776966,8.88806120362896,9.33107309677103,9.34216120254547,9.03380572660175,9.16920527283159,"9446","GSTO1"
"11715723_s_at",11.0034888376865,11.1202832609735,11.5368457941584,11.3324089390438,11.2349579613507,11.4855165262913,11.4712169581235,11.1191667313952,11.3044350132989,"9445","ITM2B"
"11722454_s_at",8.10790623477691,8.42081251846456,9.10107647065715,8.04651598902425,10.0026691686348,9.22390185605074,8.44442970251234,9.79259311394313,7.93267458002308,"9444","QKI"
"11741446_s_at",7.50922459886663,6.12822717090307,6.48063068496542,6.40638898199966,6.11685049086423,6.14677814028485,6.36746770486644,6.20191889192383,6.1788971037696,"9443","MED7"
"11717690_a_at",7.03570868081072,7.06970966027571,7.04829644713698,7.16615588726689,6.96229697023179,6.88529012803517,7.08394757215333,7.2549001560846,7.12254346984832,"9442","MED27"
"11754467_s_at",6.72176798564563,7.34913213343674,7.47910526251934,7.56559363403584,7.87626292766221,7.36048096121905,7.58414595436131,7.63229054694162,7.4338196837003,"9441","MED26"
"11718043_a_at",6.65619382410562,7.11187767720529,7.05940110976595,6.97813279047812,7.96093082580431,7.33239997749238,7.50344824703837,7.57679036825771,6.96904173962846,"9440","MED17"
"11737777_at",3.2142243817021,3.06798181055422,2.9347375454637,3.18752884344568,2.97515125686349,2.8825960209644,2.87148978710461,3.08154723945045,3.11426707876057,"944","TNFSF8"
"11732947_a_at",5.26432339732639,5.59063776473381,5.36344171832392,6.16158608558719,5.793473172535,6.00446580324933,5.80010920573782,5.99684402894034,5.69792875554486,"9439","MED23"
"11738679_a_at",5.68508166672497,5.76164826853911,5.62452645792643,5.43176913462251,5.58993245762889,5.53976326405784,5.35924198367936,5.69560506065199,5.53384124967513,"9437","NCR1"
"11718909_x_at",7.77120865347753,7.81225827408487,8.49763385617489,7.96852003288264,7.623087682669,8.21825508475381,8.28837891007719,8.02018948357104,8.55480991162231,"9435","CHST2"
"11755683_a_at",4.48468486242109,4.43428774391868,4.49229116545892,4.32452770432286,4.03304364832293,4.09676111544374,4.14075747111798,4.3899582971839,4.29108837809472,"943","TNFRSF8"
"11724537_a_at",5.62334536773779,6.24516209787179,5.14900619868889,5.73288111376604,5.52217042031351,6.86847134490984,5.1764059071168,6.20864677753781,5.61061426799114,"9429","ABCG2"
"11753564_x_at",6.46934716353598,8.71075821034963,9.7096099760617,7.88789390493998,8.1988412613755,6.62446519456382,7.38332074556433,9.30203442434019,5.54188937803193,"94274","PPP1R14A"
"11730646_a_at",3.31793131892349,3.1427934183555,2.85228825752254,3.33223280744146,3.25728926555185,2.81901954507129,3.14216568453697,3.33292395446684,3.57748559324243,"9427","ECEL1"
"11741967_a_at",4.6591965855604,4.9638198293627,5.1029172636346,4.40020859936679,5.64611849999384,5.09342914780963,4.74347669174604,5.40635097507662,3.9694219825535,"9425","CDYL"
"11718610_at",6.65180196227925,6.76584330932614,8.28314188266725,6.71259826353933,8.8977173983783,7.62135666128482,6.80183543743385,8.53575228974516,6.29692164490643,"94241","TP53INP1"
"11731181_a_at",4.56554801676035,4.40573260733019,7.30457291948458,4.03988539868979,3.9961303928763,4.73717866611693,4.61914835726316,4.25523078789881,5.58079389138956,"94240","EPSTI1"
"11736457_at",5.27536006482904,5.49517878244974,5.97691862444928,5.22187770167509,5.19959179369083,5.20153077121973,4.94437899335035,5.42800593898046,5.11574160611911,"9424","KCNK6"
"11757611_x_at",7.72894815282936,7.27190007975157,8.45680000953374,7.14763191923968,8.44607491919699,7.82864150293677,7.26893058788902,8.35261727476319,7.4195545499023,"94239","H2AFV"
"11735964_at",4.96993732255665,5.37013406272569,5.27062644557707,5.12887335920404,4.91696168536904,4.64781306240971,4.60139002826106,5.22033387268077,4.62785296286078,"94235","GNG8"
"11758028_s_at",5.37321011172717,5.42752036334781,6.03065482768387,6.53952452991049,5.31541307741793,7.4170345116138,5.86249248394783,4.91725258628503,5.59725689693727,"94234","FOXQ1"
"11740783_a_at",3.13467069110172,3.37882616621282,2.91104083129098,3.22113316193744,2.90523083625441,3.08565877948907,3.01586234793606,3.08373076915422,3.23391823315387,"94233","OPN4"
"11730467_at",3.54451057612987,3.62243681601468,4.72057919724182,3.61623019730561,4.77665257645283,4.15102660644383,3.74528816538031,4.45031636470606,3.58855706846734,"9423","NTN1"
"11758551_s_at",7.72860424828153,7.64808805623242,7.90258551431171,7.97459933067247,7.61541177734014,7.61889742293424,7.96678566071953,7.52729194707824,7.6057658358921,"9422","ZNF264"
"11728846_at",4.241918370243,4.66407293614112,4.40041702178438,4.37704824751012,4.09336382928771,4.22268781318032,4.31375255628004,4.47288029715066,4.30130557263217,"9421","HAND1"
"11740151_at",3.88038270519184,3.79280589981209,4.0378846528288,3.82755215157477,3.757889336492,3.5860672651625,3.67684557948335,3.99958097212201,3.68059423481598,"9420","CYP7B1"
"11724998_a_at",4.76085452765381,4.92556538275487,5.62220737657084,4.29534259424068,4.43402926019683,4.82869145202131,4.39444874130216,4.68608507449372,5.04703918036539,"942","CD86"
"11730763_x_at",6.99558284901279,6.61431539570626,6.19141125016679,6.59426411671581,6.61218992498679,6.61051578833405,6.71666394049501,6.61696137741614,6.63821844022145,"9419","CRIPT"
"11737712_at",3.47096178247745,3.53042623182312,2.85956453822035,3.2580357432243,3.00790062040364,3.04685117670978,3.09214813670215,3.13106126443135,3.18250722731117,"94160","ABCC12"
"11715902_a_at",7.20369285618469,7.63913959072096,7.95032071590661,7.63861124127111,7.78718835556822,7.5153736309857,7.3378631860247,7.92794062859215,7.37296004130777,"9416","DDX23"
"11742170_s_at",4.15637562916232,4.09190455131971,4.01373002769743,4.76331742124206,3.93515398147634,4.10545630544923,3.81051251584307,4.10771176180333,4.03410254174606,"94158","CDRT15"
"11744899_a_at",5.23623800554404,5.73610976411682,5.65567841837453,5.24253224904438,5.69778393017491,5.54624556455699,5.43308996609582,5.88592351626701,5.57170705953531,"9415","FADS2"
"11716743_s_at",7.0047231906698,8.7548130023181,9.82122082326181,8.20436879383141,8.96046631409497,8.72977590648127,8.6938267383389,9.49062643137831,7.51276105788671,"9414","TJP2"
"11758713_s_at",3.80075772957776,3.64694774739904,3.49955041686851,3.56062207622519,3.34411299788124,3.46005799890372,3.50377318256581,3.66658716567527,3.58408021590272,"94137","RP1L1"
"11745220_a_at",4.1481847253384,4.28570460882941,4.53817133197551,3.71100123823038,5.62186794997334,4.85791860368108,4.24107806763083,4.70289922698778,4.11181406393105,"94134","ARHGAP12"
"11731178_a_at",4.96993732255665,6.26623662567443,5.29590927497563,5.03665896646265,5.51619732785527,5.37738162848287,5.05241798513541,6.43272007681605,4.90568086248052,"9413","FAM189A2"
"11756098_a_at",6.16845987040448,5.56167397457867,3.34907876962282,5.55543579201538,3.43584245868859,5.85840721553587,6.90655839134885,3.51915468057328,6.43894886062768,"94122","SYTL5"
"11730651_a_at",5.64584164309264,6.32842076330532,5.59494679791892,5.44945534971025,9.23998624528424,7.78900469965556,6.41789791611395,7.20074554255463,5.96226843778276,"94121","SYTL4"
"11731846_a_at",3.23492836849031,2.99444916508618,3.16113815237239,2.74736209213062,3.00993057597697,2.96909813564538,3.14216568453697,2.9768830789746,2.90170443226118,"94120","SYTL3"
"11719678_a_at",5.79915102728144,4.32587333459973,4.35167717781242,4.24528960231425,5.19555298326268,4.9192206511531,5.03513632964233,4.49709669746863,4.82853499288546,"9412","MED21"
"11723814_s_at",7.84836396192713,6.40461580474195,7.76118973211784,6.56849143307726,6.14134970442515,7.37650986509652,7.41227193796292,6.2158633314746,7.91596400779522,"9411","ARHGAP29"
"11753774_a_at",7.9547082905388,7.31800716279873,7.74483228694419,7.67160134346623,8.10235298381225,7.92574089804617,7.95638720821244,7.76566438376608,8.06137115508882,"94107","TMEM203"
"11719542_a_at",6.66778174677907,7.69630626725317,7.72527546877603,7.17297730675037,8.59855471268448,7.74166745122292,7.00029675790346,8.37688586585561,6.55142694922858,"94104","PAXBP1"
"11736189_a_at",4.64013859796426,4.9660167156619,4.66391934895051,4.48316796271121,4.5729122029433,4.57062680573059,4.43333711522264,4.73207805045818,4.5921765182595,"94103","ORMDL3"
"11720430_a_at",7.3439446930967,7.32818771674981,7.77044074801141,7.60743523576654,7.93569894626792,7.55524537342386,7.28892682236505,7.67623576965172,7.34934526309886,"94101","ORMDL1"
"11722057_a_at",6.58735028222961,5.96394990845129,6.81671701831227,6.2142194220007,7.16312956923377,6.49167742248932,6.42805562956284,7.35133680868097,5.77943813705908,"9410","SNRNP40"
"11737171_at",3.51271666183921,3.99876376855362,4.06324997042702,3.68168769902948,3.82334099273883,3.8868823147189,3.80930241096822,4.18128072743221,4.05606697530963,"941","CD80"
"11756785_a_at",7.74351299801635,7.9043697203988,8.16402603597547,8.3657909396663,7.77259857884185,8.09515967501419,7.83501936828278,7.85272716423362,8.23182291544657,"94097","SFXN5"
"11722433_a_at",6.80089552058865,6.67294526831327,6.88210979513159,6.78221616469612,6.50297465482068,6.61191897379966,6.66727257956187,6.58195472025271,6.51452381731369,"9409","PEX16"
"11724125_at",3.73249964688447,4.13700019343166,3.4774616562385,3.63346325004391,3.5012417822797,3.60960514669793,3.39470443308496,3.89135915022503,3.61993895206837,"94086","HSPB9"
"11728687_at",5.17946909721172,4.5327278447388,4.40805699692542,4.27880080096556,5.2968188504681,5.03994531501476,4.79616284639882,4.85282731552613,5.01139404230683,"94081","SFXN1"
"11737804_a_at",3.35958972250702,3.4762288276884,3.27519584176602,3.39201614914545,3.26361201016324,3.23589282279012,3.07544925880953,3.3494990752217,3.19455976470771,"9407","TMPRSS11D"
"11727200_s_at",9.96847371231735,9.74924674308887,9.43257137837492,10.1739986103173,9.94068331479308,9.73336679839515,9.85423355771272,9.71056699089872,9.75830027174649,"9406","ZRANB2"
"11735457_at",6.94983013325196,7.25156419918079,7.51759238102095,7.38054760949515,7.1015983676557,7.27107663838548,6.93043869520109,7.23848095622204,7.09613210380843,"94059","LENG9"
