"","GSM317718.CEL","GSM317719.CEL","GSM317720.CEL","GSM317721.CEL","GSM317722.CEL","ent_gene","symbol_limma"
"41556_s_at",8.29981999193492,8.44300957243831,8.62115713163929,8.34372767961203,8.35460185644145,"9957","HS3ST1"
"1584_at",6.67477243217993,6.62930969235673,6.63592401915864,6.52195299479391,6.61055689008744,"995","CDC25C"
"38736_at",11.3712071583941,10.9988043558134,10.6043113239311,10.8672017782355,10.9509830396367,"9948","WDR1"
"39640_at",11.1006391535633,11.0617209344659,10.6285701080004,11.1351911546586,11.1689637850006,"9945","GFPT2"
"39136_at",9.25214468967919,9.16915758719565,9.16880443819206,9.10988338062397,9.08812034909983,"9943","OXSR1"
"33057_g_at",6.9624428288071,7.41382992868293,7.00248578526752,7.14875341886151,7.12678897431711,"9941","EXOG"
"1347_at",10.4543590124202,10.11598245151,10.2157067704637,10.3722989930409,10.7458284587406,"994","CDC25B"
"40820_at",7.62117715371352,7.64687730434981,7.90795796436591,8.0496056190995,8.0358393522937,"9939","RBM8A"
"38149_at",9.4424420098133,9.40909910454431,9.31600128638354,9.43948947182868,9.30800389230768,"9938","ARHGAP25"
"32074_at",7.57121951844909,7.57725452953847,7.50421111622341,7.44960998223572,7.6205152421083,"9937","DCLRE1A"
"33462_at",7.12094255715033,7.11402084119077,6.42485431415367,6.84924295131805,6.6547443989199,"9934","P2RY14"
"34765_at",9.17413270510248,8.83817826735143,8.85048010392838,8.85386577609952,8.70204415575557,"9933","PUM3"
"35618_at",8.14301968966103,8.55003279923657,8.4379716968984,8.53361780747144,8.59650298947103,"9931","HELZ"
"34333_at",10.1801784863247,10.2998111160107,10.0729854460277,10.1714811071785,10.0144887044229,"9929","JOSD1"
"34563_at",7.661492452932,7.42520306523654,7.28511177785734,7.63488598945214,7.95951424729077,"9928","KIF14"
"34369_at",11.1052828661148,11.2472521961432,11.1121833263115,11.0434425934375,10.9474906224048,"9927","MFN2"
"34387_at",7.27979117808019,7.24132896935199,7.6057620504495,7.63197908849456,7.36954096594967,"9926","LPGAT1"
"34395_at",10.2734833607292,10.366125777678,10.2535391974493,10.4173478198603,10.2066038596511,"9925","ZBTB5"
"34801_at",8.36692721377146,8.05438017680006,8.29256642798351,8.06542160045449,8.17800467857072,"9924","PAN2"
"35990_at",9.39289799551127,9.47064903157119,9.13753576621402,9.37530775478636,9.44461909559298,"9923","ZBTB40"
"34831_at",9.20311519641152,9.92443921655885,9.92577983351384,9.76604652574024,9.58027839018466,"9922","IQSEC1"
"34883_at",8.59811655606888,8.46033432696336,8.3357177364501,8.22457964399694,8.13673837162666,"9921","RNF10"
"36453_at",10.952271482995,11.4427376071779,11.0036936941792,11.4099571055554,10.974568179559,"9920","KBTBD11"
"35313_at",11.017254104292,11.2190162553799,11.0915848006137,11.0339928710314,11.0364775155221,"9919","SEC16A"
"35314_at",7.78786231217236,7.98729790496822,7.95218042036191,7.92991257754899,8.08743712665747,"9918","NCAPD2"
"35318_at",9.4285319520873,9.90385104022693,9.46587476576837,9.48683066659772,9.54830245658627,"9917","FAM20B"
"35352_at",11.9198519063159,11.9665004468697,11.8851909130453,12.0755501781282,11.7839732386936,"9915","ARNT2"
"35370_at",7.10283441887168,7.35805869330753,7.3126445759063,7.39873277818424,7.44675855673397,"9913","SUPT7L"
"36556_at",8.66256324967334,8.93198182748993,9.5671066360968,9.39135155097425,9.27122959858067,"9912","ARHGAP44"
"34445_at",11.3041647045488,11.5044773256669,11.0873801872635,11.781734932505,11.5474406437313,"9910","RABGAP1L"
"38414_at",9.77303936597419,9.66572882191137,9.47393668555236,9.40945781148217,9.41828447341179,"991","CDC20"
"35786_at",9.57837938509512,9.84067713961629,10.2490484233164,10.5131724783089,10.2936727914911,"9909","DENND4B"
"35793_at",11.4868323140141,11.9737462073867,11.9726564611339,12.4921363346122,12.3908981223891,"9908","G3BP2"
"36129_at",12.5012126825737,12.7584911933077,12.337624484088,12.3053480730621,12.1365328660753,"9905","SGSM2"
"37230_at",9.31032947898403,9.71270719231588,9.47023110946985,9.33042966630768,9.27922635979382,"9903","KLHL21"
"37408_at",10.3552016098828,9.97989051840094,10.4333048164199,10.3278203853907,10.1376880925077,"9902","MRC2"
"37563_at",12.2078997410432,12.2898283447316,11.8855927609528,11.4017307248946,11.1683088294115,"9901","SRGAP3"
"38032_at",12.8346746353738,13.6318741786485,13.2647659479915,13.0829070312911,12.6767317369031,"9900","SV2A"
"32614_at",11.983630943222,13.2344637372465,13.2048339517355,12.8612442180283,12.410749137624,"9899","SV2B"
"38089_at",8.95676152810487,8.57717705487893,8.83326274432233,8.79132573727453,8.89647949344949,"9898","UBAP2L"
"41101_at",9.75350086866074,10.202736304432,10.0957978075556,9.87443013131508,9.72331465730964,"9896","FIG4"
"34260_at",9.22476687177158,9.62458376683559,9.46646261032155,9.34642821661015,9.21365968131079,"9894","TELO2"
"41675_at",11.5270893740602,12.1714874501947,12.2162562954553,12.146399146098,12.1464048238708,"9892","SNAP91"
"33787_at",11.7988253872022,12.5068488062288,12.5295896736084,12.1267347910086,12.1789116676556,"9891","NUAK1"
"41714_at",11.0183814215658,11.3545695453068,11.2830679861207,11.3110160282262,11.2504862287192,"9890","PLPPR4"
"32175_at",11.1005201865096,10.8808541299962,11.0817564117817,10.9928688509822,11.1145820663415,"989","SEPTIN7"
"31788_at",7.96185120266279,7.87734509206686,8.00391115482778,8.06501869901521,8.14495016826509,"9889","ZBED4"
"39770_at",10.1931034086246,10.325423246378,10.4684240843436,10.4344090154526,10.5341368113164,"9887","SMG7"
"39771_at",7.63341862354916,7.76405865917059,7.55098926347124,7.62340878945647,7.81245556638822,"9886","RHOBTB1"
"40102_at",8.96547632868462,8.8644085144263,8.82163203693324,8.94785885232664,8.86401091981414,"9885","OSBPL2"
"40160_at",10.5868898371154,10.543280204915,10.5139825089087,10.5370013740977,10.4233575059617,"9883","POM121"
"34672_at",8.69642984780375,8.83561483863165,8.41013160833758,8.59449377730439,8.4336846093725,"9882","TBC1D4"
"32660_at",10.1697066083544,10.0392783913379,10.2439584408271,10.1608951371015,10.1565866325713,"9881","TRANK1"
"33237_at",9.77530604892861,9.97792128431054,9.47801979483376,9.39818167389707,9.30564084501938,"9879","DDX46"
"32244_at",9.15379176234848,9.50615796490957,9.40604863526571,9.24290378754643,9.2037533935498,"9878","TOX4"
"32219_at",10.834747358186,10.6959750696064,10.82337784459,10.739232606969,10.5904254197079,"9874","TLK1"
"32224_at",10.1336046368994,9.45136097319431,9.48803639000753,9.36652842242506,9.4013191398004,"9873","FCHSD2"
"32801_at",9.74265366222977,10.5209986825474,10.0381464103829,10.1127379533695,10.0487904198926,"9870","AREL1"
"35371_at",8.83638981569631,8.43402910037365,8.13618424267775,7.98787202241673,8.01278391083799,"987","LRBA"
"34189_at",9.28581006984136,9.14504421243714,9.16052245822791,9.24830769044209,9.04517341810722,"9869","SETDB1"
"32853_at",11.0428087435555,11.2750342818382,11.321641366524,11.3379412263153,11.0933891922525,"9868","TOMM70"
"33340_at",12.5618462207678,12.5452322497669,12.5647989695472,12.4566786263982,12.4768661409671,"9867","PJA2"
"34214_at",11.6062894707921,9.58180295517934,10.1993046887516,10.0218891764549,8.65707114465363,"9865","TRIL"
"34257_at",9.84229866546361,9.55603230615138,9.70373458197923,9.65392729946822,9.4831591982429,"9863","MAGI2"
"34680_s_at",11.5747478565167,11.4052310427698,11.5530097856278,11.6818875475353,11.7689930106406,"9861","PSMD6"
"39580_at",8.70053016487191,8.95966008667054,8.7702555942888,8.67466200035941,8.41609792754691,"9858","PPP1R26"
"33805_at",8.8007017707832,8.50732074615116,8.65224656692756,8.51892649652596,8.46169137867157,"9857","CEP350"
"39589_at",8.21702849051701,8.68893893734124,7.8561865722655,7.66838298199836,7.88369916726414,"9856","KIAA0319"
"35188_at",11.2285539105749,11.4816002349122,11.0505001920021,11.2855481802547,11.1457223706105,"9855","FARP2"
"35209_at",8.93016854864433,8.67959181056577,9.06409564363344,9.1379694753464,9.0042593821072,"9852","EPM2AIP1"
"33241_at",10.9093436114897,10.0323288169025,9.8769983899902,9.57907856735292,10.3551204904472,"9848","MFAP3L"
"35252_at",9.27484190045448,9.03095358641466,9.16254596569945,9.06421338192104,9.08486010297902,"9847","C2CD5"
"35253_at",10.4768094391633,10.0346390246094,10.3622656327206,10.2939175029801,10.3321698561196,"9846","GAB2"
"35633_at",10.9427147533713,11.585262944448,11.0966598516803,11.2066763835265,11.1210319538341,"9844","ELMO1"
"35644_at",8.99613064068693,7.97701397958748,8.14727965098237,8.18483362206772,7.70195959026291,"9843","HEPH"
"35650_at",9.64657425604203,9.37335620762597,9.59275157072339,9.28126654044576,9.35367515457608,"9842","PLEKHM1"
"39658_at",9.22066442818377,9.26935638677316,9.31124172550102,9.17322983385533,9.10406094637825,"9841","ZBTB24"
"35681_r_at",8.04495467828336,7.24902995507064,8.87445701619585,8.88801228956202,8.99140790738207,"9839","ZEB2"
"39677_at",7.27192702536582,7.36904587120142,6.86425900152443,7.48538416289629,8.06446531452984,"9837","GINS1"
"39953_i_at",9.38701251934248,9.94151699784783,9.50960369932031,9.46582330538824,9.25320373259691,"9831","ZNF623"
"33253_at",9.4613348454116,8.76461421338297,8.50864936375863,8.48179560902768,8.70619722834325,"9830","TRIM14"
"1803_at",8.15812993555479,7.97984709264445,8.04147056130443,8.11819543417394,8.62808340031462,"983","CDK1"
"36025_at",10.0614465555234,9.93681350831177,10.2945821241761,10.067664108115,10.3456258568938,"9828","ARHGEF17"
"36034_at",8.75038230605399,8.53422437528848,8.53293920984146,8.67655528852861,8.66550270100743,"9827","RGP1"
"39281_at",8.71245688991313,9.39978236794419,9.44055523160579,9.41845952252121,9.29517501090514,"9826","ARHGEF11"
"36050_at",7.73690056677524,8.34953792956212,8.34298065272834,8.10311850223349,7.73772852071153,"9825","SPATA2"
"36057_at",8.3467598193572,8.50485420255612,8.41010007625442,8.54266151011581,8.33713967665695,"9823","ARMCX2"
"34875_r_at",6.9008832209827,7.17413498879986,6.85306740630872,6.70170114671614,6.91855049650727,"9821","RB1CC1"
"36084_at",10.3167124675699,10.4946196218433,10.4801934501664,10.1519890508801,10.1618568217349,"9820","CUL7"
"41787_at",7.51505637948941,7.16720179495533,6.77557058977471,7.01481619383315,6.92211544144052,"9819","TSC22D2"
"40018_at",8.17243230859651,8.8439320996975,8.53447107215041,8.55530341101736,8.48620356475896,"9818","NUP58"
"35322_at",10.2165116660635,9.88461112749146,9.95163886790834,9.97169343963464,10.040926503306,"9817","KEAP1"
"40032_at",8.12856133350636,8.56441762013272,8.42515227568226,8.41348003148493,8.21883697463621,"9816","URB2"
"36741_at",7.63319048676496,7.49340684429533,7.54195337064472,7.30353298743212,7.19952014046377,"9815","GIT2"
"36545_s_at",7.51996563007618,8.19506726121803,7.69614378863791,7.71023862398562,7.50347644128492,"9814","SFI1"
"41830_at",11.8704717939798,11.2345322274815,11.2212338293494,11.2274524640239,11.0626195570245,"9813","EFCAB14"
"35744_at",8.90033475435514,8.65998438823082,8.5705941979161,8.85067175109434,8.76435105212531,"9812","DELE1"
"36562_at",10.8133923340662,11.1059349065399,11.0928999841004,10.8436562122656,10.6276197673475,"9811","CTIF"
"35768_at",10.7005987374418,10.6985322160269,10.6518123468766,10.6090562504068,10.3784903136428,"9810","RNF40"
"36154_at",11.9808027205586,12.4122234986062,11.9448218228896,11.8588217145051,11.8070771630782,"9807","IP6K1"
"36155_at",12.404722374044,12.5571629352618,12.6460657947323,12.4358627008739,11.7187814530788,"9806","SPOCK2"
"36192_at",12.0335819725757,11.9694143742336,12.2548328943283,12.2093231027884,11.946954394163,"9805","SCRN1"
"36198_at",12.3000285465951,12.8555044331646,12.5951995234328,12.6800748881534,12.5231391554013,"9804","TOMM20"
"36616_at",12.4909620819421,11.7845153302098,12.1357785541359,12.0455420237678,12.4712552838325,"9802","DAZAP2"
"37174_at",7.73433511523884,7.08442888052671,7.36383945475259,7.55659991730352,7.51024986750109,"9801","MRPL19"
"36221_at",9.72683363148959,9.85269620330872,9.60693597583153,9.66702636127124,9.8305058095151,"98","ACYP2"
"36942_at",11.6297025520343,10.9435406455256,11.2153535344242,11.0108521926594,11.1183572499048,"9798","IST1"
"36954_at",10.404587480284,10.3697935605404,10.1008769537149,10.2676303724541,10.1670349175325,"9797","TATDN2"
"37191_at",12.8585210598023,13.7715719777002,13.4423902590241,13.210756337837,13.0122033226376,"9796","PHYHIP"
"37292_at",8.86574090791481,8.03284135211734,9.03662753164375,8.93523545565872,8.69702250829858,"9794","MAML1"
"37293_at",9.5686102604887,9.57246377679652,9.3059472240028,9.03152847742923,9.04619051853379,"9793","CKAP5"
"37312_at",9.54388069182298,8.53939253520797,8.77891534512602,8.69341835574071,8.66003714967598,"9792","SERTAD2"
"37320_at",12.1376795572282,12.0653932965591,11.8193014569,11.7072768729491,11.8554609661842,"9791","PTDSS1"
"37359_at",12.4630737217339,11.7599569358761,11.5333069954258,11.5618329588506,11.7477576501966,"9789","SPCS2"
"37363_at",9.40936158262248,8.85856803181782,8.90124112144788,8.89884217638278,8.47181276228384,"9788","MTSS1"
"37232_at",8.23322829857882,8.37353949125885,8.3237160106012,8.20762462509278,8.09365350410219,"9786","KIAA0586"
"37390_at",9.74780425431858,9.92448529548941,9.73473795585461,9.6962356860712,9.64272762650398,"9785","DHX38"
"37654_at",9.74690380387944,9.87266675050583,9.79153606162461,9.61271504929003,9.63903488025155,"9784","SNX17"
"37265_at",9.83139723069921,11.2904447067017,11.2154604188644,11.2910506340617,10.732509682885,"9783","RIMS3"
"37695_at",8.95066586243014,8.51503204894076,8.62020126878046,8.73476214781937,8.73717629268684,"9781","RNF144A"
"37281_at",10.7258008712446,10.0506688731703,10.1240190260348,10.055782039412,10.1772228590047,"9780","PIEZO1"
"37531_at",9.80179372502948,9.90748257586823,9.83272972256811,10.0556636002953,9.85941059569731,"9779","TBC1D5"
"37748_at",11.1718504387511,11.1887723956078,11.1618421995318,11.2667270093384,11.0748864615061,"9778","KIAA0232"
"37751_at",9.03391349494385,9.21980498122954,9.14385195938075,8.73590263487295,8.65504023866416,"9777","TM9SF4"
"38020_at",11.1969793087097,11.4749051295095,11.2620314228518,11.0804152829686,10.7263465752773,"9776","ATG13"
"38031_at",10.1576143521705,10.0755454122849,9.88226387457106,9.83108697734911,10.2308114267735,"9775","EIF4A3"
"38050_at",11.4075273526156,10.9210265409627,10.757285449662,10.7590928964925,10.6686987825811,"9774","BCLAF1"
"38062_at",9.1279430529482,10.0790275882143,10.3219940120976,10.4236330377851,10.4373345712682,"9771","RAPGEF5"
"37598_at",10.7385294679111,9.83857354614139,10.5561536636169,10.1038113307205,10.4133969770728,"9770","RASSF2"
"36644_at",11.282671264176,10.5699015444455,10.6064320091933,10.5036559102246,10.7431188989475,"977","CD151"
"38116_at",7.38618801008518,7.14305117898278,7.47445727996999,7.59586029733468,9.00242566225547,"9768","PCLAF"
"37636_at",7.24983436517779,7.12698651899113,7.2803595146849,7.29637569609113,7.37531544520824,"9767","JADE3"
"38393_at",9.91936215782837,9.68122572413146,9.48070979993137,9.56805751090526,9.3212776815791,"9766","SUSD6"
"37914_at",7.74625711210944,7.75135921662958,7.8760697779833,7.57689925837724,7.72584594842566,"9765","ZFYVE16"
"38735_at",12.6339014504529,13.1161973031368,12.8175357021687,12.5306237203906,12.5639688839854,"9764","KIAA0513"
"38248_at",10.6084743283354,11.8284986979016,11.8661828960418,11.8628948073565,11.3563982660111,"9762","LZTS3"
"41728_at",11.6793043574731,11.2668785252226,10.9455529598014,11.0605729897994,10.728273493414,"9761","MLEC"
"33316_at",7.5210510990075,7.66183316166677,7.39014111241396,7.33206665640106,6.97884402360064,"9760","TOX"
"35625_at",10.8753066166885,10.8039514949162,10.5660640921026,10.5854532771909,10.6132526529757,"976","ADGRE5"
"38271_at",8.08289643351199,8.57405307913684,8.58930419216624,8.38914005877053,8.2681594825995,"9759","HDAC4"
"35030_i_at",8.08228642756951,8.44381590875883,8.76641128805674,8.4330614514548,7.83593455987928,"9758","FRMPD4"
"38284_at",9.41026004273404,9.13696810870786,9.67899697275817,9.67618444304768,9.60570197724569,"9757","KMT2B"
"34034_at",9.4213074884367,9.55487434810844,9.41638475435508,9.50754897044363,9.46365141169824,"9754","STARD8"
"41107_at",10.2757414075374,10.787153672174,10.8140303419423,10.5135526362635,10.4433809135069,"9751","SNPH"
"37112_at",7.62000081560039,8.76383997022837,8.99098972058703,9.19948659880161,8.72587695128822,"9750","RIPOR2"
"35282_r_at",14.4083337532438,13.9759414264334,14.0503765639859,14.0852281031225,14.0752560498935,"975","CD81"
"38669_at",9.27985342308754,9.23928988979297,9.27922643300629,9.2756042093612,9.02691929684418,"9748","SLK"
"38694_at",8.25223516172661,8.54266377001296,8.7136935897455,8.99536592361422,8.93773843900019,"9747","TCAF1"
"41423_at",12.6322055397878,13.4349646552672,13.2383298201383,13.2619834723669,12.7318603882478,"9746","CLSTN3"
"37169_at",7.38163797963563,8.2374589234152,8.36481276234126,8.1776829901997,7.80926897235268,"9745","ZNF536"
"41455_at",7.68535514219902,7.62457584378729,7.4871653731581,7.25470170809839,7.16035691926563,"9743","ARHGAP32"
"37437_at",7.13539553176373,7.28943498028111,6.93656865292226,7.13934153804865,6.81281438824117,"9742","IFT140"
"39019_at",12.2952698724357,11.3947763440053,11.8730817199558,12.1811714019307,12.3690271673018,"9741","LAPTM4A"
"41464_at",10.4151550430617,10.6517200744439,10.3897113332247,10.3279325711675,10.3377115230816,"9739","SETD1A"
"37438_at",7.2191595054958,7.4281347892824,7.61227510801631,7.41189734725474,7.49036993331554,"9738","CCP110"
"37446_at",9.45168399690036,10.1188330893884,10.213970258612,10.0575399080212,9.90155775819756,"9737","GPRASP1"
"41218_at",7.2618300409264,7.06504939438098,7.08325483468305,6.79570363030721,6.79296997055785,"9736","USP34"
"37469_at",6.47552553586354,6.46104209751266,6.26386215417289,6.41323480085993,6.46414134647453,"9735","KNTC1"
"37483_at",7.81606473430529,7.7620167135738,7.71883936053671,7.57265321987661,8.07316447813564,"9734","HDAC9"
"39047_at",11.1628686658817,11.193224857273,11.1786811659658,11.3822287285752,11.1754313780961,"9733","SART3"
"41620_at",10.836637865935,10.4659182932834,10.3111508383255,10.1332775780112,10.2711441886039,"9732","DOCK4"
"41634_at",11.2121858853272,11.2697087658558,11.3936401105362,11.2934398638549,11.2419638431998,"9728","SECISBP2L"
"41636_at",9.77104930725895,10.0569043012837,9.94278931361143,9.91793642059414,9.93139455032725,"9727","RAB11FIP3"
"35442_at",8.43015181983158,8.63574154687582,8.39606801118782,8.52870540531033,8.34774193808748,"9725","TMEM63A"
"34681_at",7.26054171064446,6.25717893583295,6.42213432694121,6.46838764424765,6.31181245119759,"9723","SEMA3E"
"35531_at",9.01256270601496,9.93545808815058,9.29110468471177,9.33065158352058,9.23619779284768,"9722","NOS1AP"
"35534_at",9.64241072308015,9.74453806936789,9.80775050222434,9.75375758307633,9.61169533406531,"9721","GPRIN2"
"35016_at",12.9741471106038,10.7941340709851,11.9181173056422,11.5937357428214,12.7816086912876,"972","CD74"
"32866_at",11.4982848756633,11.6811011422702,11.7807021433107,11.6389170859122,11.5511124752049,"9719","ADAMTSL2"
"35536_at",10.5854565603794,10.6015201659728,10.9752732670199,11.017548262315,10.8488707563281,"9718","ECE2"
"34921_at",7.83263981899308,8.64709059385115,8.68078899051502,8.68333084974666,8.24211321864848,"9717","SEC14L5"
"41712_at",7.69138245035211,8.04076333081463,7.91683882155566,8.05925919646541,7.89604812828038,"9716","AQR"
"41873_at",9.06141651607703,9.81522154439466,9.37827766918827,9.34088912781016,9.22936810044302,"9715","FAM131B"
"34594_at",6.93019114116142,7.09385342287606,6.91123230520385,6.93713708380511,7.25906732637632,"9712","USP6NL"
"31802_at",11.5137250917284,11.5778782390178,11.0143449520654,11.2324306435382,10.8629814410114,"9711","RUBCN"
"32208_at",9.20815051752594,8.97892273074895,8.9847808342295,9.1435584757992,9.12447835803008,"9710","KIAA0355"
"39733_at",9.82729062931384,9.07398257255357,9.44258830362167,9.72563087656393,9.7094654719087,"9709","HERPUD1"
"39776_at",8.73933243773801,8.65045490550487,8.96499477897906,9.22328570886163,9.11855574016174,"9706","ULK2"
"39783_at",10.9914915566059,10.6926374874146,10.4963250913292,10.4797431215901,10.3968535546563,"9703","KIAA0100"
"39785_at",8.6096990843728,8.46071488458978,8.61676272237505,8.37463246714353,8.38041974643247,"9702","CEP57"
"38158_at",9.07697972045048,9.4314673335805,9.08617162164001,9.17823855524789,9.26325495678938,"9700","ESPL1"
"33334_at",9.15228398430376,8.95252852296933,8.71690872029512,8.68382382214648,8.77844018953687,"97","ACYP1"
"38163_at",8.47969395968761,8.97771449940684,9.32680724567702,9.80344324756686,9.59263495412195,"9699","RIMS2"
"40048_at",9.68195678648888,9.88904751362803,9.93295499220479,10.3479948751674,10.2910271256105,"9698","PUM1"
"40051_at",8.74087350233474,8.27547760786706,8.16969713853304,8.38181038216529,8.49015667386515,"9697","TRAM2"
"31898_at",9.7765685275693,9.77452466989078,9.70741543230824,9.64135371196002,9.73785778711116,"9695","EDEM1"
"31899_at",8.76083611707722,8.01902919517573,8.84522873563026,8.98733377392243,8.99016546305085,"9694","EMC2"
"32026_s_at",10.9808550427803,11.4068811830743,11.4115188244259,11.3277690453347,11.1193962687684,"9693","RAPGEF2"
"32044_at",9.97373277473289,10.105310775323,9.71426203331791,9.62719336010734,9.64654765881065,"9690","UBE3C"
"37645_at",7.48111448043373,6.82173317549573,6.9916691195084,7.07796328915981,7.13845604187259,"969","CD69"
"40108_at",10.5330820489585,9.98604956545847,10.3589449874577,10.3881512846736,10.9681018004917,"9689","BZW1"
"40271_at",10.3925538163518,10.4616822595492,10.5434330890864,10.2124698333627,10.4583141184977,"9688","NUP93"
"40279_at",10.350651981671,9.83776395332498,9.62331409995476,9.72867557524812,9.83885770426329,"9686","VGLL4"
"40128_at",9.65746526257604,9.54876396679186,9.85058744889545,9.97713250845663,10.062361479959,"9685","CLINT1"
"32062_at",8.95074151012198,8.66142748122981,8.23305406572278,8.24684942396044,8.36822507008661,"9684","LRRC14"
"32069_at",8.0998795816594,8.20173078343289,8.09910817539748,8.4271005410852,8.15241847791575,"9683","N4BP1"
"32073_at",9.91394349514006,10.0991746149328,9.986191738149,9.99064964594627,9.9834665748578,"9682","KDM4A"
"40143_at",9.55581997485459,9.13369214656639,9.26337996941817,9.52445243974448,9.58832119082452,"9679","FAM53B"
"38196_at",7.86728130380855,8.09756270539493,7.88753902988386,7.99535461110878,7.99094300848807,"9677","PPIP5K1"
"38204_at",9.15238697229722,9.30372005148092,9.10635612025153,9.21533987483508,8.75653328542469,"9675","TTI1"
"32091_at",10.5417849867894,10.8527043380046,10.4091308106745,10.3389259441118,10.3462443881512,"9673","SLC25A44"
"32092_at",14.3427072856023,13.2924359768705,13.0683935658363,12.7076126767993,12.8991671614761,"9672","SDC3"
"32095_at",10.0840919153346,10.486606222896,10.7434967750323,10.3870297027507,10.4832947370009,"9670","IPO13"
"37003_at",12.7640182872952,11.5836064426736,11.0242488769133,11.3218105748858,11.970696136833,"967","CD63"
"40535_i_at",7.29189714019444,6.93814045215985,7.25199651308751,7.21667604242451,7.17786019705069,"9669","EIF5B"
"32099_at",10.1197295951476,9.39502091445874,9.69348968905662,9.44949406402711,8.86306414379776,"9667","SAFB2"
"32132_at",9.34884501223831,9.36873226993957,9.40514598917737,8.99586958621895,9.197978697363,"9666","DZIP3"
"31936_s_at",10.8679244440058,11.0449531473524,10.8468969325672,10.8802021723002,10.7724048297103,"9665","MARF1"
"40447_at",10.6928041227451,10.6908433570062,10.3816805699559,10.3601057746108,10.5592429932141,"9663","LPIN2"
"38854_at",7.17878184758575,7.06611580641043,7.42795794950364,7.14457615630583,7.23885092767963,"9662","CEP135"
"39351_at",11.6169016179014,10.4993550066351,10.7957234448803,10.7317886232626,10.9685924521459,"966","CD59"
"33364_at",8.49113628951809,8.72281712400833,8.49146858514405,8.76275208144062,9.36832301933633,"9659","PDE4DIP"
"34843_at",7.89051667231626,7.80932060575102,7.60913058354727,7.3782497214279,7.3034716238754,"9658","ZNF516"
"32657_at",7.64655286566324,7.69101749594067,7.48763450687154,7.44257406267766,7.32901047602721,"9657","IQCB1"
"32662_at",9.815821654262,9.92073799744152,9.5675657667698,9.66280927695893,9.44094307812237,"9656","MDC1"
"32669_at",6.44205521769588,6.68395200099548,6.9359726880826,7.32476650472245,7.2599997608874,"9655","SOCS5"
"40510_at",7.34391016754579,7.09204522569274,7.09572232801604,7.05106939226362,7.09807535090159,"9653","HS2ST1"
"40517_at",8.39774746690657,8.03000205622174,8.69414205364511,8.53586751276549,8.63092892960365,"9652","TTC37"
"35454_at",8.09765881130987,8.87733575514038,9.32098686790287,9.34248098204024,9.41886752775504,"9651","PLCH2"
"32679_at",9.97441275827144,9.8120053289603,10.0834861458261,9.85622666482067,10.0751713350438,"9650","MTFR1"
"37177_at",8.25925448618633,7.70067753696325,7.47686452045312,7.6065609864714,8.053707840799,"965","CD58"
"32685_at",8.96592600565884,9.18866690918955,9.02644676472827,9.28314866834561,8.81242351781578,"9649","RALGPS1"
"37384_at",10.3526792398719,10.9563797364213,10.5224983507303,10.484852763251,10.4421397320974,"9647","PPM1F"
"40844_at",8.13238173666408,7.95707522346378,8.19043914698626,8.437565303277,8.29312047328081,"9646","CTR9"
"40847_at",11.859479815947,12.756314017787,12.6250834652585,12.6126892476621,12.3718442502236,"9645","MICAL2"
"40861_at",12.5275916140903,12.7201315774814,12.7166750896097,12.7135960281992,12.7729963021723,"9643","MORF4L2"
