"","GSM317711.CEL","GSM317712.CEL","GSM317713.CEL","GSM317714.CEL","GSM317715.CEL","GSM317716.CEL","GSM317717.CEL","GSM317718.CEL","GSM317719.CEL","GSM317720.CEL","GSM317721.CEL","GSM317722.CEL","ent_gene","symbol_limma"
"38233_at",9.27181255207774,8.46906553034719,9.75283293347215,9.49481058484609,10.3844741740915,8.94528656103104,9.11209223970181,8.81899815934012,8.90880253199926,8.72502150071154,8.75374182990895,8.90600468665651,"9454","HOMER3"
"35296_at",9.91733690257749,9.48680238387096,10.2020896707299,9.94204014017323,10.1847310632855,9.29469742836082,10.5948478794721,10.084338401115,9.46998648927713,9.93427379064226,9.89520235969695,10.0309043480655,"9453","GGPS1"
"40775_at",11.1358982869759,9.15896924372008,10.4917468181077,7.47267624285836,9.88677439610857,8.51217469370047,9.7904751314302,9.30225592200187,8.91802782575148,9.55842211884071,9.72459933198478,10.5712560950356,"9452","ITM2A"
"35869_at",10.6521926626366,9.52113190231666,11.4922030847795,9.46586147941086,10.0522177274881,10.5545519685211,10.3543086723763,9.90330986371404,9.20533295474119,9.45077520895897,9.35017432563422,10.2932420650193,"9450","LY86"
"36802_at",8.52962211044336,8.27304692882316,8.56862985450064,8.97892397435331,8.52315161157409,9.26528708692341,9.01035796963429,8.49487172037865,8.47827762298986,8.31170261217199,8.49871015928722,8.55642767341607,"945","CD33"
"35694_at",9.0368673328248,9.83885041763604,9.85111234404549,9.29112694168619,9.38384916370024,8.52435656537266,9.90542683484573,8.75266440327174,8.34249911276187,8.78175402151244,8.71140725312773,8.81576635770725,"9448","MAP4K4"
"824_at",10.9092129443204,11.3783389674141,11.4048664792127,11.3316937974535,10.4314338728163,9.89367052328373,11.1071662858945,11.510747344363,11.3294362508672,11.3140268625182,11.4675505741322,11.9807393135589,"9446","GSTO1"
"41301_at",10.0968325670726,9.72640712126109,10.0587238122151,10.0937699763245,9.98609561690816,10.3791043487277,9.86414798950822,9.72354905441473,9.87189939674664,10.1215107327007,10.0880094372254,10.0066159450062,"9445","ITM2B"
"39759_at",10.6049246661821,10.9939882151467,9.95135367593053,9.75396630215343,10.3826011771792,9.37748474497124,10.3954562244852,9.21224527322377,8.33200280452728,9.30372628481317,9.48465047042905,9.45000595755713,"9444","QKI"
"36648_at",7.64044085565249,8.05355960846553,7.99379549706679,7.99718787421765,8.07031388830234,7.44755336128112,7.8211906387501,7.97197468216537,7.74816236124566,8.02521523691309,7.88673286241401,8.21009610640771,"9443","MED7"
"37960_at",9.90489056072899,8.56448908880706,9.12774012155141,9.67715086379097,9.54507307952948,11.0186447896792,9.37994100371841,9.53077839661782,9.15104879683535,9.40989100654285,9.35885190057433,9.29091035889224,"9435","CHST2"
"33733_at",10.1260948661083,9.66495493608064,10.1605782936549,8.64062310664057,9.91879033200448,9.268575391712,9.27759884788106,9.95554168235064,9.10384313046839,9.59199918373448,9.31535159369467,9.54731422927251,"9429","ABCG2"
"32111_at",10.4598765365056,10.9024221456475,10.6332993763462,9.89205267481118,10.6691088783671,9.97360011451364,10.829310008912,10.0846322505243,10.1628349972098,9.63223104484331,9.95948122336249,9.8018936085681,"9425","CDYL"
"39092_at",11.2550411966766,9.56772836539577,10.5379711452767,10.2276355258151,10.8628377180525,9.7371270397071,10.4619526214814,9.22641895262626,8.22883714353821,8.51512002735854,8.42444224832786,9.42406743098428,"94239","H2AFV"
"36270_at",7.82699905064769,7.11808407323992,7.828590066768,7.51245929359049,7.74899884357302,7.63342860880447,7.77789899192106,7.56762103293941,7.10329524245654,7.19004332487774,7.09920647223819,7.32597256020224,"942","CD86"
"40465_at",9.55668038223505,10.037579986344,9.65248535123919,9.91664998994718,10.2294065748865,8.86909445495992,9.9962961658744,9.48523059755765,9.2351752929634,9.28873323067683,9.14991645394293,9.23723894601615,"9416","DDX23"
"32190_at",10.8841204097628,10.6601582185456,11.5143692298946,11.1404038264567,11.8022852393904,10.1853301756107,11.4125001020278,11.8768377951718,10.9300818710809,11.1890331844901,11.3426381184053,11.6373166138,"9415","FADS2"
"36655_at",8.46821431586091,8.0150843886672,8.69203185225107,8.11943468930457,9.54154237784604,7.14289853420166,7.78740757543079,8.61401612900554,8.27480937488441,8.58496678679998,8.69655656290243,8.58541806870708,"9414","TJP2"
"39923_at",10.474860752535,11.0132175508874,10.7048124111866,10.07038670677,10.7482008177782,10.3806301184577,10.0758092284052,10.9300178587888,9.99395155033659,10.25260692142,10.3224194963036,10.3815535497842,"94134","ARHGAP12"
"32971_at",10.1832153623939,10.3180290668496,10.8377997144613,10.5247979283245,12.0229827031448,10.510607942417,10.7576995767481,10.9276614233902,10.7178308865503,10.5944288933426,10.7571742940267,10.5499379464231,"9413","FAM189A2"
"36849_at",7.81151287860265,6.95727918739254,6.90789173709046,7.49324625208832,7.18106542921311,6.86644267316879,7.51262051242424,7.4076876123981,6.66203431563745,6.91706738372859,6.94535433251803,7.20183800952505,"9411","ARHGAP29"
"41370_at",8.65182712512996,8.99634701998309,8.37166065155051,8.57449471262283,8.46370837371104,8.22281643201732,8.37370667262412,7.61551121509996,7.97743223473676,7.9991863399887,7.76471020006942,8.11069123373477,"9410","SNRNP40"
"36062_at",9.79687413269257,8.80380090939006,9.99034102922668,10.2049221379859,10.2999650220405,9.78825997724705,10.0603635918859,9.31820693487603,9.18565357992931,9.09937369522168,9.52833266763579,9.45578579412723,"9404","LPXN"
"36403_s_at",8.23551567729403,7.81997666739513,7.78290096437137,8.31421303525131,7.84265349013595,8.30929606737716,7.66418365122711,7.82610957084093,7.89362516620774,7.93535045742804,7.80228374774124,7.81092416488707,"94039","ZNF101"
"38820_at",10.2209616462762,9.20497370408569,9.62259695481467,9.92563492005351,10.0945243818266,8.81190142868233,9.87148882689571,9.48920316099053,8.88062863041747,9.50093203362767,9.52426824610076,9.90008374412758,"9403","SELENOF"
"34063_at",8.17465293042411,7.55336681074499,7.73948428530235,7.82358487568558,7.74540420100931,8.27280309162963,7.75793917752909,7.56361631653664,7.8121214439126,7.69486955873367,7.81566190472063,7.6874569352519,"9400","RECQL5"
"33736_at",9.99452420499665,9.62792693298058,10.0192471515448,9.50236921618922,10.0123673456488,9.69429164420093,10.0986975704078,10.6231373179506,10.9750670621641,11.0562557233158,10.7377667735809,10.710462455096,"9399","STOML1"
"41656_at",8.02340168172498,8.70571620581353,8.63431424809875,8.75851762435467,9.2279470302612,7.64686808169948,8.80763274717554,9.44862490084344,9.5377938678262,9.64604159999562,9.68930865142944,9.49849126439383,"9397","NMT2"
"41650_at",9.56478975720399,10.1177499036578,9.97845186746151,10.0588415543988,10.1910672733402,9.52214159475626,10.1761203306541,9.71548806226027,9.64645403953895,9.78990596779203,9.8476981724121,9.78724831605221,"9391","CIAO1"
"40133_s_at",10.3340937350832,11.2125902166775,10.8816725813813,10.4227736087257,10.686299611737,10.3529192264169,10.4199125347605,10.4370238016964,10.2710405019208,10.2674169415601,10.1819177426128,10.3089312298274,"9380","GRHPR"
"37781_at",10.5672593925212,11.7660686717914,10.8980201738449,10.6027943035873,10.9310977989627,10.6048059796772,10.8154746775064,12.0347775006157,12.2301225665508,11.986834361032,11.9505833347554,11.8362512599433,"9379","NRXN2"
"39240_at",7.89882869167423,9.66061391833393,9.56131482809138,7.64324476466484,9.51462317366599,8.99011871433081,9.6838477598499,10.9728437425121,11.4489575386969,11.3768133812387,11.8246477658304,11.3493240836334,"9378","NRXN1"
"41223_at",10.415163617229,10.626544537352,10.1076405116445,9.6461771803229,10.1298828741448,9.89040340069591,10.2997431160847,10.7697003094799,10.8401819844021,11.0806915515871,11.1025398304351,11.3430867457549,"9377","COX5A"
"34307_at",9.66339551386007,9.79120787512725,9.79720668091622,9.44175274512611,9.93831008095785,8.96994205344475,9.75407541781829,9.73451812925305,9.21113095907072,9.57748342992844,9.48967413376815,9.35551464663728,"9375","TM9SF2"
"38889_at",8.53675226233895,8.32836974703427,7.99153906221626,8.06045296808248,7.80239806304392,8.39393448573878,8.13292149927055,8.34092897201666,8.3905200748493,9.63777677823487,9.597641838618,9.27771449742714,"9372","ZFYVE9"
"34713_at",7.4846328257186,9.14439053932914,8.72344038226256,9.23632731092353,8.47921619418373,7.72498187235555,8.74219650111616,9.60231856871879,9.9128247037952,8.96468624631596,9.04252816903436,8.62608562417229,"9371","KIF3B"
"35951_at",8.01785458358795,9.14489156383574,8.33521222155226,8.20144172423093,8.54356570438021,8.32759688648105,8.10120899774316,9.52314508225571,9.52614069437919,9.3564342826937,9.1702198111685,8.95184463417464,"9369","NRXN3"
"32174_at",11.0661957766883,8.99952331256265,10.5305527241057,8.75228178564074,10.8072742322254,9.69480793145561,9.51662622402546,9.82592198837698,9.97528497969929,10.0948553807086,9.98702421850079,10.2399113793577,"9368","SLC9A3R1"
"39628_at",10.9025480329024,10.923212781131,10.8521971778142,10.7277923279183,10.9915587288533,9.7123172625821,10.5026998091102,10.3496484436196,9.63639967475433,9.85862019927256,9.94401532531635,10.0105711381667,"9367","RAB9A"
"35053_at",6.96211895056465,7.29565014051675,7.28095616284514,7.33334935863502,7.27974318240341,7.00991969567005,7.14981877309757,7.25379609879174,7.20540383410902,7.16030686037409,7.15170602974051,7.08513854496891,"9364","RAB28"
"1202_g_at",8.67413982350151,9.72050568265862,9.48898413771539,8.81077872700794,8.61460346991543,8.45779834012034,8.82379572302034,9.62763137668644,9.8958974237787,9.83963368797463,9.66543212142481,9.78318115280508,"9363","RAB33A"
"40295_at",12.6932332982032,12.5615428883568,12.7233738991587,12.9252191041121,12.8491901166336,13.0570870228978,12.8059701211956,13.4093973211386,13.8115172272977,13.8301365651532,13.5140804793679,13.3626006599237,"9362","CPNE6"
"37385_at",8.35147534822457,8.01344269826203,8.06660340709136,8.11342680605479,8.26354166403802,8.21158173928138,8.39891088675475,7.56933170663879,7.68978198343465,8.06717096678405,8.2495012883618,8.05521971329953,"9360","PPIG"
"40681_at",7.04314485209571,6.83388358214761,7.44499064444866,7.201129580012,6.94452785731836,6.79610365436813,6.89762205048353,6.63373186850523,7.09179823854145,7.14575751192678,7.15117666848933,6.97033290968377,"9358","ITGBL1"
"36237_at",9.67787387298167,9.48117994405005,9.43395338561487,9.6546731564041,9.59830101696442,9.92353319853793,9.54866690119796,10.2686627440901,10.4125913521302,9.7107514382663,9.59160479479865,9.58171961057207,"9356","SLC22A6"
"40528_at",9.73714513878466,8.33691247137433,9.3017597633086,10.1781350238222,9.02233003668266,10.1506967494887,8.09978932797086,10.5448454482572,10.6069277635093,10.1531653569836,10.0897822054714,10.1399363875311,"9355","LHX2"
"36579_at",10.2963614180864,9.56381154544945,10.5166770447412,10.4214662305844,10.7836268602917,8.83966054090025,10.5918641472921,10.4257067980923,10.31735210048,10.1501119354763,10.0679903072908,9.91316026604506,"9354","UBE4A"
"39634_at",8.77137612886861,8.21272886275632,8.66725717658926,9.40773881849137,8.29269204237226,8.5456332481943,8.12787237642101,9.15151956282599,9.93706326305531,9.60074394779445,9.49739258228082,9.42365253951246,"9353","SLIT2"
"32214_at",9.2516036875755,9.22826693576121,8.4440053852189,9.14163599805373,8.28775813544054,7.83121889389452,8.94756466949225,8.48679876464813,8.4139428569164,9.20673551230814,9.11125271614043,9.48260365471845,"9352","TXNL1"
"41117_s_at",11.0276560245922,11.1135822751105,11.159127722317,11.3654739080639,11.4091307966602,11.3670574336012,11.3099089113899,10.9340384415524,11.2599771696231,11.5923954318558,11.6004494308539,11.6788665215045,"9351","SLC9A3R2"
"38093_at",10.6344087910439,10.8295425563413,10.4880779116712,9.83104877456549,11.0174409712102,9.6775487342746,10.6014943119054,10.5437851453372,9.75573541305093,10.0133335790253,9.93214878125939,10.2967107832849,"93487","MAPK1IP1L"
"35783_at",11.8353828355001,11.016611035294,12.2874815462357,11.8104763365895,12.3052499652143,10.8039168213043,11.8526076624126,11.5164182286753,11.1760263928825,11.0688547781762,10.9506361237916,11.1844086545466,"9341","VAMP3"
"38317_at",10.954954923628,11.0076922939284,10.8046850540628,10.3237928780161,10.9118468401443,10.0537263964359,10.5526344800606,11.3689853804776,11.1961409292884,11.3617819732545,11.1946305862312,11.7766857780404,"9338","TCEAL1"
"41360_at",6.65627249630755,7.17752680443605,6.39910010859816,6.72673985180199,6.82873074103576,5.97739059164767,6.77682012193363,6.63394847983267,6.18397678151227,6.90015705321314,6.71825757009724,7.23070473022039,"9337","CNOT8"
"31438_s_at",11.3899497156606,8.29587883353766,9.04476121354426,11.5895272129863,11.1224863735719,8.84625064976348,12.3405309476344,8.25606064565211,8.21497277343648,8.32384228569336,8.39053623029934,8.22229157412835,"9332","CD163"
"41251_at",9.83385427555502,10.4060985031868,9.98678677991638,9.63690421119974,9.59403269569912,9.06579177008479,10.0229555175167,10.4297675474571,10.7342170774658,10.1254583024428,9.90297613967173,10.1531759391922,"9326","ZNHIT3"
"41611_at",6.97075761320601,7.15116573507659,7.06874055173965,7.00913452083546,7.17843648734872,6.82304476872042,7.4423693796523,7.37238718678667,7.05647846452438,7.02660630683946,6.92827286711815,7.07870599230367,"9325","TRIP4"
"37348_s_at",12.0454226488075,11.5809033689344,11.7778882286885,11.190375215939,12.1068104622082,10.5573812605028,11.6994141846468,11.5391864286973,11.4481325705993,11.0774234111111,11.2540851361562,11.2773987821092,"9324","HMGN3"
"37932_at",9.01084846221151,9.07880629254732,9.534268086026,9.2220145225702,9.33386420869934,9.24282236766508,9.23748401713476,9.27595505793849,9.33956267402703,8.85594685349542,8.85658047277165,8.69639145812955,"9321","TRIP11"
"39699_at",9.0521648727741,9.14226104673428,9.16532718819811,9.38027859613408,9.3244316027989,8.1801233875568,9.6128987975457,9.04808643180489,8.6774943174862,8.91806215684945,8.57720547020441,9.06329858278567,"9320","TRIP12"
"36813_at",8.7792277099127,10.1992037976835,8.92085908591377,9.31027674708495,8.98324257157574,8.73421343166668,9.34946327362489,8.33904653399109,8.64132548208292,8.74707073832588,8.74944934974957,8.8560815775486,"9319","TRIP13"
"248_at",6.73915440432874,7.82082460535994,6.72522427757146,6.87264611329945,7.04918246307422,6.60227703587374,6.84624072002701,7.02233843800624,7.25637032270426,7.10712168609498,7.21885260934792,7.10941508956352,"9318","COPS2"
"39710_at",11.306217180365,11.2716778873444,11.0719151802559,10.8106470684545,11.1308780474058,11.4293060069012,11.2921202464811,11.0044333875256,10.9382456719884,10.9247298967273,10.7663895158073,11.1905439797565,"9315","NREP"
"41860_at",7.13809239752366,8.62125527340909,7.70211026252074,7.43421722934598,7.61171543126537,7.15756283877765,7.63003006957227,6.99094284785686,7.30893312406378,7.44280450619041,7.57570608961665,7.82369506455866,"93081","TEX30"
"37536_at",9.86967350073669,9.82803857630453,10.5111304654023,10.5015722797398,9.95140980761631,9.96314823330144,10.2051318118781,10.0559137080395,10.3471170378409,10.1361289471638,10.5899215261266,10.4927831035934,"9308","CD83"
"39958_at",6.60977986970025,7.68079529755613,7.45978432519017,6.56839891455927,6.51339001972717,6.85521217580143,6.82457823771454,6.43795789898765,6.24721138884146,6.63154828954069,6.76557457077236,7.06206971013424,"9306","SOCS6"
"37395_at",12.4331109991319,12.1978436586731,13.099365185819,12.4712079325676,12.1091940278944,11.9866013355253,12.040699039216,12.5306885339411,12.8821237359213,12.407025006564,12.4403198642625,12.4495102408913,"9296","ATP6V1F"
"32183_at",9.78300402306558,9.47327160944508,9.51243592499126,9.9677226532089,10.212779963162,8.52123718517998,10.1357207473946,8.95841001214202,8.44895130785233,9.337946221162,9.57470203167554,9.72225320945241,"9295","SRSF11"
"36661_s_at",13.1559243054493,11.3011450537312,12.343737240813,13.5097557559979,12.5272459681016,12.2862358999663,13.2275687263444,11.393847251346,10.9774179999362,10.5735319359058,10.2909631758946,11.5940585936265,"929","CD14"
"35769_at",12.0692876021255,12.9110104660081,13.3691967646747,12.3515927404585,12.7745182936003,12.9343667739986,13.1118737049849,13.172558086489,11.7348399275783,12.3191590766872,12.3230269340461,12.9591707836915,"9289","ADGRG1"
"38275_at",9.68752492751974,10.1948296869583,9.99996350049265,10.1555602572469,9.56734618219762,9.15266227464901,10.4533516412131,9.9173173022842,9.89166913364695,9.85965868895058,9.77135033683113,9.95198510234884,"92856","IMP4"
"35544_at",9.74377312556919,9.33359593838306,10.0737656801109,9.57891936620179,10.3026795123487,10.0670721822745,9.58034240267249,10.0567466917193,9.92533208030818,10.1517197461609,10.2890386682444,10.0824201938042,"9283","GPR37L1"
"39389_at",10.9487928252372,9.75099765504843,10.8962966445398,10.793552380577,10.8478901559485,10.5630375216982,10.9827964466128,10.4832142065776,9.22327680294702,10.0997833121266,9.86889963305765,10.4635324485005,"928","CD9"
"34178_at",9.18660220772791,9.47630804078737,9.28844144614974,9.52805278024356,9.18148857440666,9.58451533752515,9.5650839778115,9.39460545723837,9.77273303786161,9.67816351597652,9.77911975482707,9.73064786861536,"9278","ZBTB22"
"33250_at",8.27806432935291,8.73463191613996,8.45510839702746,8.54917034719288,8.19948175862979,8.35472020937412,8.57387742042487,8.09823236091536,8.38926289083612,8.08155802019214,7.90003409726986,7.97403592260583,"9277","WDR46"
"36677_at",11.1126843727177,10.2001075235987,10.3968812820638,10.6770029960243,10.5677580703931,9.30788277865879,10.5080269291332,9.72297883659212,9.56461688181699,9.51254586737145,9.6986546469498,9.4441507138468,"9276","COPB2"
"40426_at",10.8733198660559,10.5384864497654,10.8908801200373,11.4128579800998,10.9397619339938,11.0399628474679,10.9496466302572,10.8996793652466,11.2362870459155,11.4459432818933,11.2575248039735,11.2109724934686,"9275","BCL7B"
"1195_s_at",7.81846698475389,8.19603669795721,8.11843222173028,8.63322496243007,7.98643613419099,7.59770699003128,8.03901610457838,8.02522145484384,7.99890961985016,8.61831313742357,8.09248559501482,8.80092015131031,"9270","ITGB1BP1"
"38643_at",10.177036261605,8.48025846519261,8.90394613550123,9.79974264791722,9.79291018176341,9.07473992452759,10.1182138771898,8.87160670578965,8.51041668644262,8.46904185260481,8.26577638940267,8.29540991823261,"92689","FAM114A1"
"38666_at",9.02929156620391,9.85112362407976,10.1107805798182,9.09661398477435,9.1385433247841,8.25483604900147,9.43475142672308,9.02943406873526,9.63953987137881,9.62005695522845,9.36509422576685,9.52684580388049,"9267","CYTH1"
"38741_at",10.1490110626288,10.6587541428643,10.5160100111902,10.2751711235835,10.1677009645132,10.0868811640584,10.182269459625,10.5427983343241,10.6533147010336,10.1615956540274,10.129142666936,10.0795175881768,"9266","CYTH2"
"38823_s_at",7.94501179900409,7.99688822261359,7.5941742403328,8.34554976364524,7.26346052481219,8.08405913793201,8.59740909642186,7.70118321851689,6.34357315226878,6.63001492086267,6.78705685802874,6.9673256475185,"9263","STK17A"
"36180_s_at",9.81833122436027,9.39160366959466,9.75808024543234,10.0137492201448,9.50280206592053,9.65383329329491,9.54033833361313,9.24795730005122,9.19823380206564,9.25804465017061,9.25267225227297,9.34545383840033,"9261","MAPKAPK2"
"39530_at",8.74625027758641,8.66702719707794,8.54535491624911,8.59083782238452,8.39887058691865,8.53233573191654,8.47113704256776,8.58021644926963,8.74690418902771,8.19309436553854,8.4740559426895,8.55460812134368,"9260","PDLIM7"
"34460_at",8.4977658345458,9.36088009275194,9.18777984919937,8.83832321214581,9.07195000258053,9.49934240708361,9.33149918397076,10.9028798838924,11.1669816285808,11.8237102757543,11.6100147912028,11.7332369435251,"9256","TSPOAP1"
"39734_at",8.95367933992205,9.19029332070144,8.84218330630243,8.98428553661089,8.95072039362568,8.25952057745683,8.85696131924518,8.66477739513179,8.2779139314597,8.23976641084917,8.51260638892618,8.51461826801019,"9255","AIMP1"
"37811_at",9.72151648427408,10.3296979894311,9.91834005558737,10.0724295885342,9.76805817295393,10.1354069687339,9.88819610053035,10.1698041800321,10.303827746427,10.4263513353335,10.4099346736607,9.97897768819654,"9254","CACNA2D2"
"40699_at",7.91830307118817,7.50971401578661,7.89777848233373,7.89323332767959,7.92875666080703,7.90516857848913,7.71536630879791,8.09194782470046,7.80254826231362,8.27638880578607,7.91582638218972,8.0023206434574,"925","CD8A"
"40782_at",10.6052310252403,9.31445070094301,11.4535294615855,10.8413709290416,11.9309899636187,10.0312532937158,11.059609187188,10.4547308909788,10.3510428047015,9.92895878248938,9.97315012100839,9.81796096937761,"9249","DHRS3"
"39509_at",8.23908640043678,9.64656227894427,8.8720184711834,8.1289681002486,8.66845457554872,7.70831554110338,8.40387656789854,8.92942018488233,8.32624614707569,8.66902628096761,8.53678590043787,9.05995451569179,"92482","BBIP1"
"40505_at",11.4622299128966,11.1297798591911,11.2111814993487,10.771202283081,10.7481405920588,10.0908596677938,11.1380344790474,10.4629038797857,9.81060739659408,9.86798735907501,10.182932821057,10.4822046778095,"9246","UBE2L6"
"35992_at",10.2897436162959,9.38139916043573,9.62480782509006,9.75191198194926,9.32818693402049,9.92243793755388,9.71515708415953,9.78836306336708,9.94393528183687,9.88975962168942,9.78224540837419,9.86228325600042,"9242","MSC"
"35677_at",7.52822152644549,7.55034365422078,8.04753667991252,8.21460067759393,8.30654869232122,7.13655083624011,7.90130895561455,7.34263405360034,7.2538432807517,7.27512389147194,7.42070378774143,7.71275054394834,"92342","METTL18"
"40412_at",11.0842830517268,11.6989470892259,10.5059783373287,10.794687944391,10.919765425979,10.6184775064204,10.8342024419766,9.34844234128403,9.59215089178972,9.32183764768802,9.51032085877473,9.77337553411163,"9232","PTTG1"
"40575_at",9.12641140638774,11.4059474977821,9.68990768257091,9.77980073800007,9.65692084131565,8.74036142233378,9.67333802927108,9.6536176029525,8.88583156664185,8.46915167414397,8.29061626775926,8.24480929324791,"9231","DLG5"
"34478_at",8.66887980337022,8.90070624839803,8.4451016217109,8.28716580282646,8.48468030615567,9.42367609239805,8.34127446662142,8.66967516524807,8.928851430054,10.5983752405047,10.5577014985864,10.2884977538097,"9230","RAB11B"
"139_at",7.33365877938527,8.00629849667131,7.56565648129073,7.59551277944675,7.37124832211908,7.67061271185306,7.43337244600596,8.0520710763288,8.49720733902479,8.64250882491226,8.42717206524878,8.35786444790987,"9229","DLGAP1"
"35635_at",10.0010995572236,9.74679577542008,9.78399077205483,9.62430765181009,9.68473866597279,9.62208574029369,9.39627405716486,9.79512997951139,9.84800453209834,9.58536068439911,9.54612904499505,9.47225944192314,"92249","LINC01278"
"32269_at",9.87279039081444,10.1918899037466,10.262510902364,10.3513901587446,10.3094647562508,10.5844900323676,10.3705143936249,10.2900285383154,10.6448261980605,10.1528613024851,10.1736384619004,10.1785495114634,"9223","MAGI1"
"37857_at",8.80320885229009,9.06932939204452,9.00873747957604,9.08574408826287,8.81776180174458,9.33586165930941,9.02130651517228,9.22459436469121,9.4553233227053,9.55008803382084,9.27321420071894,9.06066783484234,"92211","CDHR1"
"36597_at",8.22276351256109,9.45508465345517,8.81431467171394,8.57994566498197,8.85308253178645,7.01014640847114,9.08301983581142,8.94412604942722,8.99807980546023,9.10250195443353,9.21389901185462,9.40312426168273,"9221","NOLC1"
"38801_at",11.4645765482093,12.4284506138582,11.892542796147,11.6530533742379,11.4502720403163,10.9188408533644,11.6300386698926,11.9517281865508,11.8854891125188,11.5365810842125,11.440960654772,11.6206440872092,"9218","VAPA"
"41757_at",9.67743755703965,9.70388965742337,9.41151677366238,9.57550421814564,9.65559141126537,8.93421441206379,9.60705224050272,9.72144932042946,9.84317020955735,9.8072339565017,9.62560356184365,9.61465153643189,"9217","VAPB"
"33206_at",7.59227578637307,7.62383298839389,7.60578539475258,7.31124500095835,7.65026922313194,7.37769501826785,7.42078701570687,8.49324724667522,8.00433647334565,10.008966902531,9.79004612476744,9.58874690454811,"92154","MTSS2"
"41346_at",9.46665460418106,10.2710954358046,9.62873190792583,9.51407113212408,9.7302059455377,9.75274986953414,9.44700951837692,10.2809205847205,10.5856163448535,10.8961336383353,10.5634540048262,10.5804937468982,"9215","LARGE1"
"41334_r_at",7.76716373662267,7.5428717998717,7.41366625641617,7.22868040768095,7.05010968625725,6.77528684353101,7.24164275823534,7.67165236438907,7.65391990970497,7.41843486812609,7.36919526729446,7.3002301839635,"92140","MTDH"
"33266_at",11.0227391856619,12.4095603875958,10.6108903070565,10.6525808278873,10.5361479853113,10.7786315919971,11.0858826902196,9.90506612143493,10.0706624165219,9.92495842313125,10.1105180249596,10.2324790194533,"9212","AURKB"
"38888_at",6.15501696181541,5.72177868043733,6.46304630347412,5.89178253490502,6.78718253803834,6.32749100500731,5.79879117632174,7.653039740759,7.85443523710278,7.54826387894941,7.76529391146945,8.01580503136437,"9211","LGI1"
"41320_s_at",8.61774279500201,7.61068715392976,7.52986288595501,8.68120874318413,8.1721196784468,7.1695715791004,8.72182730264058,7.0659063000208,7.00476169059295,7.20840457814402,7.57969978008861,7.49406292455808,"9208","LRRFIP1"
"41046_s_at",10.25007520229,10.226804907566,10.1859692051705,10.0506892580101,10.345617742138,10.3389911472264,10.3721082562804,10.2357551192192,10.5680331024373,10.3208886700879,10.3419527157314,10.207446010066,"9203","ZMYM3"
"39762_at",9.98618482172267,10.2850725677298,10.0389793054647,10.0702407516771,10.1723558040713,9.95298964826063,10.2327689923336,10.2333668229577,10.0728858363775,9.97902706228085,10.0537400433212,9.98264787422857,"9202","ZMYM4"
"35400_at",6.66772377839163,6.64913582381681,7.04322565997141,7.1747885695797,7.06929319555676,7.00274784909906,6.93283422667618,8.21855231618266,8.71923662648715,8.29977661063032,8.1415771933964,8.02301315585526,"9201","DCLK1"
"35517_at",7.77987208476236,7.74390568907821,8.05407923653606,8.04652982905358,8.10314145185464,8.22325848208372,7.97870842600123,7.45675271896609,7.54081667412169,8.09560153996599,7.99373411117872,7.98776438450759,"920","CD4"
"35162_s_at",8.41439098970214,9.53403804849998,8.39623585136804,9.00544847139573,8.25966857968327,8.33276230588454,8.70086161500623,8.73734271698266,9.09865014324036,8.86915854149875,8.81034537233061,8.4142918055162,"92","ACVR2A"
"41007_at",8.48292845589912,8.674016065325,8.44919379475692,8.84157510633984,8.74260680860457,9.12378536781053,8.80155937942139,8.89782076886264,8.70340455940357,8.90302078172075,8.76212623350431,8.61747281098946,"91977","MYOZ3"
"34668_at",9.32573809407111,9.17254027914057,9.2625312813128,9.41390455339465,9.64314480328897,9.10086626249677,9.50483581791292,8.95284443545918,8.70270428294668,9.04495034278265,9.03280700503515,8.91970149967545,"9197","SLC33A1"
"40494_at",8.94733583881039,8.89621757406749,8.95760657004844,9.12160622866813,8.75426609557779,8.97104590143844,9.08678603180074,8.56437093607042,8.95117206298064,8.56754019836939,8.94652391889165,8.90937636830145,"9191","DEDD"
"37078_at",7.67084966750679,7.5061403484935,7.5327584539209,7.9114748538651,7.76598524349725,7.47738113280959,7.61230021327603,7.91239518349911,8.40745408103237,7.50440572172402,7.54623849498886,7.78714547242992,"919","CD247"
"39168_at",12.0554562917119,12.8964163631083,12.8870968734826,12.2329573928487,12.4241217501555,11.9414053462487,12.4880517789734,12.3345617302147,11.8597074191414,11.8412738752992,11.8822800961743,12.1195339634361,"9189","ZBED1"
"40490_at",9.39064625403699,10.2700160781917,9.75003528570117,9.9510211868399,9.79343261035537,8.80499148284203,9.82606267478712,9.34521702009381,9.05076197188945,9.36278774190181,9.38988678160506,9.55163048526473,"9188","DDX21"
"38539_at",6.38052163561419,6.54609651802384,6.69091896368914,6.6752028686454,6.66359152475017,6.77699278034055,6.74242792250865,6.46862415773098,6.74373887567275,6.2096363523008,6.15237824355308,6.31544959521803,"9187","SLC24A1"
"37630_at",8.62390013666946,7.73228056026759,8.76805509857171,8.01372539256704,8.95790070436415,8.73337958626355,8.29562741203035,9.92352827510036,9.78186749990444,9.17485345483146,9.29332766414112,9.53845636544926,"91851","CHRDL1"
"40663_at",7.72801153172692,7.56018273611468,7.80707505091214,7.93531037663243,7.75638072573606,7.93553182856028,7.89505089311255,7.97508168607052,8.21914753173331,8.34109828391987,8.23514684551831,7.98836429614554,"9185","REPS2"
